Customer ID,Recency,Frequency,Monetary,Cluster,CustomerSegment
12656.0,61,121,2356.66,0,High Value
12661.0,72,11,162.0,0,Low Value
12662.0,9,176,3138.2400000000002,0,High Value
12663.0,260,10,239.4,1,Low Value
12664.0,150,8,1188.16,1,High Value
12665.0,53,14,250.6,0,Low Value
12666.0,30,31,1248.42,0,High Value
12668.0,14,375,7575.88,0,High Value
12670.0,21,23,764.24,0,Medium Value
12671.0,242,45,2622.481,1,High Value
12672.0,231,12,211.15,1,Low Value
12673.0,37,32,619.5,0,Medium Value
12675.0,189,112,957.25,1,Medium Value
12676.0,44,62,1511.7,0,High Value
12677.0,191,21,395.1,1,Medium Value
12678.0,11,211,16652.72,0,High Value
12681.0,3,827,17080.74,0,High Value
12682.0,1,514,11745.69,0,High Value
12683.0,1,197,4220.21,0,High Value
12686.0,7,7,89.14,0,Low Value
12687.0,116,126,2138.91,0,High Value
12691.0,56,7,134.6,0,Low Value
12692.0,273,13,110.95,1,Low Value
12693.0,32,40,847.11,0,Medium Value
12694.0,57,46,973.68,0,Medium Value
12695.0,164,32,825.02,1,Medium Value
12696.0,70,49,851.91,0,Medium Value
12698.0,226,16,339.75,1,Medium Value
12699.0,53,41,638.11,0,Medium Value
12701.0,165,94,1648.7,1,High Value
12703.0,269,53,722.98,1,Medium Value
12705.0,19,265,4893.81,0,High Value
12708.0,4,153,2601.19,0,High Value
12709.0,2,290,21107.94,0,High Value
12711.0,247,60,1339.05,1,High Value
12712.0,1,143,2797.53,0,High Value
12714.0,24,437,9384.85,0,High Value
12717.0,226,16,277.93,1,Low Value
12720.0,5,155,2478.94,0,High Value
12721.0,21,78,1356.95,0,High Value
12724.0,19,76,1286.11,0,High Value
12725.0,7,106,2266.76,0,High Value
12726.0,23,55,1405.5,0,High Value
12727.0,78,64,1698.8300000000002,0,High Value
12728.0,19,15,233.84,0,Low Value
12730.0,157,47,829.25,1,Medium Value
12731.0,78,119,6879.8,0,High Value
12733.0,25,135,2040.92,0,High Value
12734.0,10,15,529.25,0,Medium Value
12737.0,134,2,3710.5,0,Medium Value
12738.0,8,11,155.35,0,Low Value
12739.0,21,51,1713.69,0,High Value
12741.0,165,16,406.07,1,Medium Value
12742.0,261,67,1201.52,1,High Value
12744.0,95,117,4037.77,0,High Value
12745.0,122,23,925.41,0,Medium Value
12746.0,176,17,254.55,1,Low Value
12747.0,5,153,5061.03,0,High Value
12748.0,1,2531,22457.9,2,High Value
12749.0,35,139,2806.48,0,High Value
12751.0,80,62,268.27,0,Low Value
12755.0,1,60,5218.709999999999,0,High Value
12758.0,95,216,7111.650000000001,0,High Value
12759.0,22,207,3489.3,0,High Value
12760.0,91,21,347.8,0,Medium Value
12761.0,93,27,782.95,0,Medium Value
12763.0,5,16,320.08,0,Medium Value
12765.0,108,68,1404.58,0,High Value
12766.0,2,145,3078.65,0,High Value
12767.0,11,43,949.82,0,Medium Value
12768.0,86,10,168.69000000000003,0,Low Value
12770.0,92,16,1895.0,0,High Value
12771.0,121,15,282.3,0,Low Value
12773.0,200,6,124.25,1,Low Value
12774.0,171,6,98.7,1,Low Value
12775.0,24,15,300.08,0,Medium Value
12776.0,303,4,55.5,1,Low Value
12777.0,93,26,519.45,0,Medium Value
12778.0,32,64,953.45,0,Medium Value
12779.0,7,128,2740.91,0,High Value
12780.0,234,20,337.4,1,Medium Value
12782.0,10,124,2287.32,0,High Value
12784.0,165,72,1230.33,1,High Value
12785.0,171,42,788.45,1,Medium Value
12786.0,245,18,728.5,1,Medium Value
12787.0,49,24,398.52,0,Medium Value
12788.0,99,26,444.9,0,Medium Value
12789.0,148,4,181.5,1,Low Value
12790.0,46,16,266.93,0,Low Value
12791.0,9,28,863.51,0,Medium Value
12792.0,170,22,426.47,1,Medium Value
12793.0,7,27,471.85,0,Medium Value
12796.0,264,7,381.0,1,Medium Value
12797.0,1,30,552.08,0,Medium Value
12798.0,57,25,1533.8899999999999,0,High Value
12799.0,165,15,219.35,1,Low Value
12800.0,106,34,584.25,0,Medium Value
12801.0,136,50,1071.82,0,High Value
12802.0,78,113,1988.84,0,High Value
12803.0,29,55,1092.81,0,High Value
12804.0,101,66,325.37,0,Medium Value
12805.0,17,58,1434.95,0,High Value
12806.0,71,67,2878.96,0,High Value
12807.0,19,16,330.35,0,Medium Value
12808.0,4,26,422.45,0,Medium Value
12809.0,201,56,1266.63,1,High Value
12810.0,170,32,534.99,1,Medium Value
12811.0,14,25,519.05,0,Medium Value
12813.0,137,45,1687.8,0,High Value
12817.0,35,21,524.94,0,Medium Value
12819.0,94,19,540.52,0,Medium Value
12820.0,33,100,1747.18,0,High Value
12821.0,247,7,128.07999999999998,1,Low Value
12823.0,30,13,4742.0,0,High Value
12825.0,157,24,518.63,1,Medium Value
12826.0,1,75,1481.03,0,High Value
12829.0,186,8,92.30000000000001,1,Low Value
12831.0,99,13,236.06,0,Low Value
12835.0,63,615,5996.83,0,High Value
12836.0,25,237,3949.37,0,High Value
12837.0,205,76,528.5600000000001,1,Medium Value
12838.0,9,295,2694.75,0,High Value
12839.0,3,262,4480.31,0,High Value
12840.0,73,63,1315.2,0,High Value
12841.0,5,277,3472.61,0,High Value
12842.0,40,14,799.0,0,Medium Value
12843.0,18,116,4881.1,0,High Value
12844.0,78,51,322.64,0,Medium Value
12846.0,318,1,15.58,1,Low Value
12847.0,23,35,765.36,0,Medium Value
12848.0,311,16,208.0,1,Low Value
12849.0,17,96,2032.18,0,High Value
12850.0,81,2,330.0,0,Medium Value
12851.0,113,30,148.95,0,Low Value
12853.0,63,70,1950.4,0,High Value
12854.0,197,152,1654.72,1,High Value
12855.0,8,67,612.84,0,Medium Value
12857.0,72,75,2581.6,0,High Value
12858.0,19,37,147.27,0,Low Value
12859.0,94,21,575.1,0,Medium Value
12860.0,329,16,54.22,1,Low Value
12861.0,255,4,68.25,1,Low Value
12862.0,61,131,984.62,0,Medium Value
12863.0,15,43,2271.35,0,High Value
12864.0,144,4,152.45,1,Low Value
12865.0,14,100,1755.24,0,High Value
12866.0,110,37,668.23,0,Medium Value
12867.0,33,516,3819.92,0,High Value
12868.0,9,39,640.0,0,Medium Value
12869.0,317,37,337.66999999999996,1,Medium Value
12870.0,11,93,1676.95,0,High Value
12871.0,75,7,363.38,0,Medium Value
12872.0,1,366,3062.52,0,High Value
12873.0,33,31,1653.3,0,High Value
12874.0,21,48,948.42,0,Medium Value
12875.0,107,6,1013.76,0,High Value
12876.0,30,85,1863.77,0,High Value
12877.0,37,120,1406.3700000000001,0,High Value
12880.0,17,36,640.13,0,Medium Value
12887.0,19,13,222.4,0,Low Value
12889.0,17,25,385.46000000000004,0,Medium Value
12890.0,23,56,329.3,0,Medium Value
12891.0,94,8,509.5,0,Medium Value
12892.0,32,18,263.38,0,Low Value
12894.0,211,21,157.35,1,Low Value
12897.0,17,10,297.75,0,Low Value
12898.0,99,27,296.21000000000004,0,Low Value
12899.0,49,17,366.4,0,Medium Value
12900.0,58,13,340.33,0,Medium Value
12903.0,64,41,833.53,0,Medium Value
12905.0,212,54,1018.42,1,High Value
12907.0,31,25,508.91,0,Medium Value
12908.0,16,3,1026.0,0,Medium Value
12909.0,60,67,924.52,0,Medium Value
12910.0,15,62,2721.48,0,High Value
12911.0,187,236,1651.72,1,High Value
12913.0,4,46,4217.2300000000005,0,High Value
12914.0,36,9,223.98,0,Low Value
12915.0,8,51,811.1,0,Medium Value
12916.0,78,69,1534.78,0,High Value
12917.0,36,48,3765.2,0,High Value
12918.0,262,1,10953.5,1,Medium Value
12920.0,207,32,323.86,1,Medium Value
12921.0,2,814,19333.95,0,High Value
12923.0,26,32,597.6,0,Medium Value
12924.0,29,44,1535.7,0,High Value
12925.0,228,5,35.28,1,Low Value
12926.0,47,262,1523.97,0,High Value
12927.0,30,11,197.31,0,Low Value
12928.0,14,95,2242.19,0,High Value
12931.0,16,136,50291.38,0,High Value
12932.0,175,95,1698.56,1,High Value
12933.0,16,183,1029.1,0,High Value
12934.0,372,2,181.65,1,Low Value
12935.0,11,125,2083.16,0,High Value
12937.0,99,97,1593.34,0,High Value
12939.0,15,39,13683.0,0,High Value
12941.0,360,27,377.49,1,Medium Value
12942.0,1,16,258.75,0,Low Value
12943.0,194,25,496.5,1,Medium Value
12945.0,292,28,437.16,1,Medium Value
12946.0,72,20,324.45,0,Medium Value
12947.0,9,17,304.04,0,Medium Value
12948.0,366,9,252.48000000000002,1,Low Value
12949.0,18,500,11359.48,0,High Value
12951.0,22,131,2149.65,0,High Value
12953.0,158,31,498.96000000000004,1,Medium Value
12954.0,274,10,162.45,1,Low Value
12956.0,320,23,413.82,1,Medium Value
12957.0,177,252,4689.43,1,High Value
12958.0,36,49,467.34,0,Medium Value
12959.0,120,8,150.95,0,Low Value
12960.0,49,70,1322.07,0,High Value
12961.0,15,40,211.99,0,Low Value
12963.0,1,95,1744.96,0,High Value
12964.0,73,26,132.24,0,Low Value
12967.0,7,61,2646.02,0,High Value
12969.0,238,5,122.45,1,Low Value
12970.0,16,216,1048.13,0,High Value
12971.0,2,120,4782.88,0,High Value
12972.0,49,77,1161.2,0,High Value
12973.0,49,6,385.55,0,Medium Value
12974.0,201,24,264.15,1,Low Value
12975.0,72,112,2100.09,0,High Value
12976.0,14,132,2417.7799999999997,0,High Value
12977.0,137,49,474.64,0,Medium Value
12978.0,21,163,2502.82,0,High Value
12979.0,365,56,517.7,1,Medium Value
12980.0,22,32,8870.880000000001,0,High Value
12982.0,30,150,2354.27,0,High Value
12983.0,234,30,490.08000000000004,1,Medium Value
12986.0,64,102,2729.84,0,High Value
12987.0,56,38,753.51,0,Medium Value
12989.0,60,33,6627.64,0,High Value
12990.0,53,14,546.0,0,Medium Value
12991.0,25,14,261.06,0,Low Value
12992.0,361,6,93.35000000000001,1,Low Value
12993.0,81,49,844.87,0,Medium Value
12996.0,11,22,355.5,0,Medium Value
12997.0,30,48,884.02,0,Medium Value
12998.0,128,58,920.08,0,Medium Value
13000.0,361,31,497.65000000000003,1,Medium Value
13001.0,40,678,14256.68,0,High Value
13002.0,52,16,293.18,0,Low Value
13004.0,22,411,5994.94,0,High Value
13005.0,67,30,485.98,0,Medium Value
13007.0,215,11,175.25,1,Low Value
13008.0,33,21,382.66,0,Medium Value
13009.0,308,4,234.0,1,Low Value
13010.0,10,12,330.12,0,Medium Value
13011.0,8,3,50.550000000000004,0,Low Value
13012.0,65,65,1310.99,0,High Value
13013.0,7,335,7814.83,0,High Value
13014.0,68,115,1914.8,0,High Value
13015.0,74,173,3240.14,0,High Value
13018.0,49,145,2485.46,0,High Value
13019.0,15,55,1229.95,0,High Value
13020.0,198,39,618.96,1,Medium Value
13021.0,10,126,2270.86,0,High Value
13022.0,65,5,65.3,0,Low Value
13023.0,164,36,759.13,1,Medium Value
13024.0,106,31,555.87,0,Medium Value
13025.0,367,13,323.39,1,Medium Value
13026.0,124,42,757.72,0,Medium Value
13027.0,21,59,10327.2,0,High Value
13029.0,10,7,679.8,0,Medium Value
13030.0,4,57,402.36,0,Medium Value
13031.0,43,407,3292.84,0,High Value
13032.0,28,136,1805.78,0,High Value
13033.0,65,2,30.0,0,Low Value
13034.0,5,18,279.91,0,Low Value
13035.0,67,15,442.32,0,Medium Value
13036.0,320,6,307.1,1,Medium Value
13037.0,35,184,3033.88,0,High Value
13039.0,220,55,1010.73,1,High Value
13041.0,86,35,799.13,0,Medium Value
13042.0,234,184,1488.59,1,High Value
13044.0,128,383,4287.58,0,High Value
13045.0,37,27,503.64,0,Medium Value
13046.0,92,21,319.94,0,Medium Value
13047.0,9,223,5557.62,0,High Value
13048.0,72,130,2229.72,0,High Value
13049.0,25,12,751.5600000000001,0,Medium Value
13050.0,2,599,6477.67,0,High Value
13051.0,214,4,155.8,1,Low Value
13052.0,56,230,2771.18,0,High Value
13053.0,257,17,127.65,1,Low Value
13055.0,65,78,1106.7,0,High Value
13056.0,187,19,209.48,1,Low Value
13057.0,166,40,709.59,1,Medium Value
13059.0,49,190,2108.37,0,High Value
13063.0,116,12,188.4,0,Low Value
13064.0,186,25,561.25,1,Medium Value
13065.0,9,62,1055.05,0,High Value
13067.0,45,17,393.05,0,Medium Value
13069.0,5,657,5185.51,0,High Value
13070.0,95,24,522.9,0,Medium Value
13071.0,248,12,129.22,1,Low Value
13073.0,47,27,418.08,0,Medium Value
13074.0,147,29,1378.74,1,High Value
13076.0,93,9,135.4,0,Low Value
13077.0,2,233,2326.35,0,High Value
13078.0,2,443,16904.510000000002,0,High Value
13079.0,53,11,199.08,0,Low Value
13080.0,37,13,222.65,0,Low Value
13081.0,7,1330,30867.77,0,High Value
13082.0,60,56,3722.12,0,High Value
13083.0,61,4,91.67999999999999,0,Low Value
13084.0,127,2,122.39999999999999,0,Low Value
13085.0,315,62,2017.2,1,High Value
13086.0,18,47,439.33000000000004,0,Medium Value
13087.0,362,15,313.64,1,Medium Value
13088.0,53,20,236.11,0,Low Value
13089.0,4,1542,57885.45,2,High Value
13090.0,1,127,5189.32,0,High Value
13091.0,365,24,1976.0,1,High Value
13092.0,50,80,1662.45,0,High Value
13093.0,9,891,47111.18,0,High Value
13094.0,4,8,505.8,0,Medium Value
13096.0,30,1,419.70000000000005,0,Medium Value
13097.0,24,583,7320.88,0,High Value
13101.0,134,43,594.21,0,Medium Value
13102.0,1,188,5272.83,0,High Value
13103.0,73,25,465.70000000000005,0,Medium Value
13104.0,51,10,610.62,0,Medium Value
13105.0,72,1,72.0,0,Low Value
13106.0,49,15,526.96,0,Medium Value
13107.0,49,120,3721.45,0,High Value
13108.0,8,35,748.46,0,Medium Value
13109.0,187,23,347.49,1,Medium Value
13110.0,73,107,1468.8000000000002,0,High Value
13111.0,354,12,321.88000000000005,1,Medium Value
13112.0,177,2,20.6,1,Low Value
13113.0,2,187,6357.08,0,High Value
13114.0,366,16,234.38,1,Low Value
13115.0,15,194,3199.92,0,High Value
13117.0,1,112,1658.8999999999999,0,High Value
13118.0,12,69,1217.6,0,High Value
13119.0,304,11,134.9,1,Low Value
13123.0,108,45,506.75,0,Medium Value
13124.0,21,61,885.33,0,Medium Value
13125.0,159,20,148.62,1,Low Value
13126.0,2,111,1898.6100000000001,0,High Value
13128.0,267,1,263.5,1,Low Value
13129.0,88,11,233.25,0,Low Value
13131.0,54,105,2240.47,0,High Value
13133.0,95,5,90.65,0,Low Value
13134.0,38,23,681.65,0,Medium Value
13135.0,127,17,275.45,0,Low Value
13136.0,11,188,3666.9500000000003,0,High Value
13137.0,22,707,3983.65,0,High Value
13138.0,8,36,504.85,0,Medium Value
13139.0,73,95,3138.04,0,High Value
13140.0,2,75,790.71,0,Medium Value
13141.0,21,289,5267.33,0,High Value
13143.0,220,23,405.1,1,Medium Value
13144.0,67,3,24.4,0,Low Value
13145.0,8,4,805.0,0,Medium Value
13148.0,25,451,4814.56,0,High Value
13150.0,120,8,449.96999999999997,0,Medium Value
13151.0,261,84,1207.34,1,High Value
13152.0,53,135,2146.38,0,High Value
13154.0,35,93,1624.84,0,High Value
13155.0,4,79,778.42,0,Medium Value
13156.0,21,104,1586.54,0,High Value
13157.0,45,164,3946.14,0,High Value
13158.0,24,21,307.12,0,Medium Value
13161.0,136,25,359.38,0,Medium Value
13162.0,16,159,7587.2,0,High Value
13163.0,246,2,17.65,1,Low Value
13164.0,205,10,372.2,1,Medium Value
13165.0,49,7,429.68,0,Medium Value
13166.0,50,27,458.73,0,Medium Value
13167.0,26,16,333.82,0,Medium Value
13168.0,178,47,541.14,1,Medium Value
13169.0,198,5,127.2,1,Low Value
13172.0,36,1,69.6,0,Low Value
13173.0,3,196,2212.11,0,High Value
13174.0,5,797,6621.6,0,High Value
13175.0,218,46,831.45,1,Medium Value
13177.0,66,13,229.75,0,Low Value
13178.0,33,422,8333.72,0,High Value
13179.0,254,34,572.3100000000001,1,Medium Value
13180.0,243,4,86.10000000000001,1,Low Value
13181.0,17,19,359.69,0,Medium Value
13183.0,30,62,3078.4,0,High Value
13187.0,260,19,105.34,1,Low Value
13190.0,180,17,570.66,1,Medium Value
13191.0,294,59,164.69,1,Low Value
13192.0,171,99,1646.6399999999999,1,High Value
13194.0,57,7,412.08,0,Medium Value
13195.0,50,46,136.73,0,Low Value
13196.0,79,78,1271.06,0,High Value
13197.0,245,19,373.01000000000005,1,Medium Value
13198.0,23,88,1572.99,0,High Value
13199.0,2,88,6615.77,0,High Value
13201.0,138,86,1233.06,0,High Value
13202.0,30,69,1580.3,0,High Value
13203.0,22,112,1778.79,0,High Value
13204.0,367,57,966.6600000000001,1,Medium Value
13205.0,79,1,2803.2,0,Medium Value
13206.0,36,566,8308.19,0,High Value
13207.0,87,5,285.6,0,Low Value
13208.0,85,104,758.65,0,Medium Value
13209.0,150,45,2617.9,1,High Value
13211.0,17,146,1523.35,0,High Value
13213.0,19,114,2330.94,0,High Value
13214.0,53,229,3264.23,0,High Value
13215.0,38,1,81.6,0,Low Value
13217.0,291,1,132.5,1,Low Value
13219.0,254,11,76.23,1,Low Value
13220.0,211,32,516.8,1,Medium Value
13222.0,213,1,88.5,1,Low Value
13223.0,59,8,805.9200000000001,0,Medium Value
13225.0,57,93,9796.23,0,High Value
13226.0,29,12,204.25,0,Low Value
13230.0,1,677,3457.83,0,High Value
13233.0,56,33,571.34,0,Medium Value
13234.0,308,61,346.5,1,Medium Value
13237.0,23,24,643.0,0,Medium Value
13238.0,66,16,305.9,0,Medium Value
13239.0,73,72,1265.1299999999999,0,High Value
13240.0,1,155,1036.21,0,High Value
13241.0,47,40,112.53,0,Low Value
13242.0,87,22,429.0,0,Medium Value
13243.0,85,148,635.26,0,Medium Value
13245.0,68,29,558.72,0,Medium Value
13246.0,29,235,1390.23,0,High Value
13249.0,37,12,897.52,0,Medium Value
13250.0,96,19,253.09,0,Low Value
13251.0,38,25,252.68,0,Low Value
13252.0,30,19,399.3,0,Medium Value
13253.0,66,39,1920.71,0,High Value
13254.0,12,4,51.410000000000004,0,Low Value
13255.0,9,19,504.95,0,Medium Value
13257.0,72,7,149.75,0,Low Value
13258.0,15,8,336.59999999999997,0,Medium Value
13259.0,33,232,1119.36,0,High Value
13262.0,25,39,373.16,0,Medium Value
13263.0,29,238,1239.27,0,High Value
13264.0,78,38,722.5600000000001,0,Medium Value
13266.0,49,120,2300.78,0,High Value
13267.0,2,215,5236.77,0,High Value
13269.0,5,183,3545.47,0,High Value
13270.0,2,1,590.0,0,Medium Value
13274.0,45,19,360.85,0,Medium Value
13275.0,19,48,238.86,0,Low Value
13276.0,33,209,1300.98,0,High Value
13277.0,16,15,264.9,0,Low Value
13278.0,35,62,893.12,0,Medium Value
13280.0,15,123,1494.87,0,High Value
13281.0,75,22,350.85,0,Medium Value
13282.0,42,14,181.05,0,Low Value
13283.0,203,13,279.7,1,Low Value
13285.0,236,44,655.47,1,Medium Value
13286.0,236,49,734.91,1,Medium Value
13287.0,239,53,781.59,1,Medium Value
13288.0,79,10,927.61,0,Medium Value
13289.0,359,16,307.95,1,Medium Value
13290.0,74,1,208.63,0,Low Value
13291.0,50,276,2909.68,0,High Value
13292.0,51,28,415.57,0,Medium Value
13293.0,28,72,1192.94,0,High Value
13294.0,282,48,815.79,1,Medium Value
13295.0,12,57,900.77,0,Medium Value
13296.0,59,48,705.11,0,Medium Value
13297.0,21,64,2278.77,0,High Value
13299.0,59,57,1076.2,0,High Value
13300.0,24,35,913.62,0,Medium Value
13302.0,162,2,95.45,1,Low Value
13303.0,36,4,61.72,0,Low Value
13304.0,91,57,917.57,0,Medium Value
13305.0,8,124,1751.75,0,High Value
13306.0,66,4,53.65,0,Low Value
13307.0,123,14,258.34,0,Low Value
13308.0,232,17,284.86,1,Low Value
13309.0,28,23,249.58,0,Low Value
13310.0,16,23,409.17,0,Medium Value
